name;description;category;tags;creationyear;address;postcode;city;geo_point_2d;url;twitter;googleplus;facebook
Extra Live;Extra Live est un éditeur d'applications mobiles pour l'entertainment et les marques.;Entreprise;"mobile;marketing";2004;35 rue tournefort;75005;Paris;48.842312, 2.34819;http://www.extra-live.com;@Extra_Live;;
Checkphone Technologies;CHECKPHONE TECHNOLOGIES édite la suite logicielle Expert Telecom Security System, ayant pour objectif de sécuriser les applications téléphoniques et d’intégrer la téléphonie dans la démarche globale de sécurité des entreprises.;Entreprise;"securite;telecoms";2005;2-6 rue des Bourets;92150;Suresnes;48.868388, 2.2271713;http://www.checkphone.com;;;
OSEZ PRINT;Service d'impression en ligne haut de Gamme. Impression Offset et Numérique & Rotativiste. Livraison Gratuite entre 3 et 10 jours ouvrés.;Entreprise;;2009;66 avenue des Champs Elysées;;;48.8702901518, 2.30642080307;http://www.osez-print.com;;;
OW2 Consortium;The open source community, for infrastructure software;Entreprise;opensource;2007;7 avenue Jean Jaures;78340;Les-Clayes-Sous-Bois;48.8236429, 1.9810444;http://www.ow2.org;;;
Atermes;ATERMES - Applications Techniques Etudes Realisations Mecaniques Electroniues Systemes - conçoit, développe et produit des équipements de hautes technologies, à destination des industriels de l'armement, de l'aéronautique, de l'espace et des télécommunications.;Entreprise;securite;1989;4 avenue des Trois Peuples;78180;Montigny-Le-Bretonneux;48.773613, 2.0163014;http://www.atermes.fr;;;
int13;int13 regroupe une équipe d'ingénieurs et d'artistes qui mettent leurs compétences au service des jeux sur mobile en réalité augmentée.;Entreprise;"jeu;mobile;ra";2008;80 rue des Haies;75020;Paris;48.854858, 2.40352;http://www.int13.net;int13;;https://www.facebook.com/int13.net
Trialog;Trialog aide l’industrie à intégrer les technologies innovantes dans les logiciels et les systèmes et à faire évoluer leur processus d’ingénierie afin qu’ils puissent maîtriser la complexité croissante de la conception.;Entreprise;"transport;ocds";1987;25 rue du General Foy;75008;Paris;48.8789692, 2.3174346;http://www.trialog.com;;;
Moodstocks;Moodstocks propose une plateforme SaaS qui transforme les téléphones mobiles en scanners intelligents capables de reconnaître des objets réels.;Entreprise;"scanning;mobile";2007;79 rue du Faubourg Poissonnière;75010;Paris;48.876308, 2.34846;http://www.moodstocks.com;moodstocks;;https://www.facebook.com/moodstocks
Adicsys;ADICSYS DESIGN est une société réalisant des prestations d’ingénierie en micro-électronique, à partir d’une solide expérience acquise dans la conception d’ASICs et FPGA complexes.;Entreprise;;2011;14 avenue du Québec;91140;Villebon-Sur-Yvette;48.6886854, 2.2127813;http://www.adicsys.com/;;;
Verifone;Acteur mondial de solutions de paiement. Membre de seineouestdigital.fr;Entreprise;;2011;24 rue du Gouverneur Général Eboué;92130;Issy les moulineaux;48.826729254, 2.271336458;http://www.verifone.fr/;;;
LivingSocial;"LivingSocial est une plateforme de ""deal-of-the-day"" qui propose des bons-cadeaux ou remises utilisables à destination des entreprises locales ou nationales.";Entreprise;bonsplans;2007;3 rue du Colonel Moll;75017;Paris;48.876888, 2.29084;http://www.livingsocial.com;LivingSocial;;https://www.facebook.com/LivingSocial
Digiteo;Digiteo compte 12 membres fondateurs et associés (CEA, CNRS, Ecole Centrale Paris, Ecole Polytechnique, ENS Cachan, ENSTA ParisTech, Institut Mines-Telecom, Inria, Mines ParisTech, Supélec, Université Paris-Sud, Université de Versailles-St- Quentin).;Entreprise;ocds;2007;Espace Technologique- Immeuble Discovery - route de l’Orme des Merisiers - RD 128;91190;Saint-Aubin;48.7130758, 2.1463247;http://www.digiteo.fr;;;
Creads;Creads est une agence participative spécialisée dans la création de noms, logos, webdesign, print qui s'appuie sur le talent des membres de sa plateforme communautaire.;Prestataire;"creation;crowdsourcing;marketplace";2008;112 rue reaumur;75002;Paris;48.867641, 2.34602;http://www.creads.org;creads;https://plus.google.com/+creads;https://www.facebook.com/creads
Costockage;Mise en relation de particuliers avec de l'espace disponible pour du stockage (cave, garage, chambre inutilisée) avec leurs voisins en quête d'un espace de stockage temporaire. Assurance comprise.;Entreprise;;2012;Rue Emmanuel Chauvière;75015;;48.843434924, 2.279554981;http://www.costockage.fr;costockage;https://plus.google.com/114938054793007941883/posts;https://www.facebook.com/costockage
Connecthings;Connecthings fournit une solution complète pour créer des services mobiles sans contact.;Entreprise;"mobile;sanscontact";2007;54  rue de Paradis;75010;Paris;48.875641, 2.34918;http://www.connecthings.com;Connecthings;;https://www.facebook.com/pages/Connecthings/130198270328924
Promethean;Promethean propose des solutions innovantes pour l’éducation et la formation en fournissant des tableaux interactifs, logiciels, systèmes de réponses instantanées, périphériques, et matériels de sonorisation.;Entreprise;"education;equipement";2003;45  avenue Victor Hugo;93300;Aubervilliers;48.903401, 2.372051;http://www.prometheanworld.com;PrometheanFR;;https://www.facebook.com/promethean.france
Discinnet Labs;DISCINNET LABS conçoit et développe une plateforme web2.0 internationale de représentation collaborative des projets de recherche dans le monde.;Entreprise;;2008;5 rue de l'Eglise;92100;Boulogne-Billancourt;48.8457637, 2.2359963;http://www.discinnet.org;;;
Girlz In Web;Girlz In Web est un collectif professionnel dont l'objectif est de valoriser les femmes qui travaillent et agissent dans les métiers du web, du numérique et des nouvelles technos.;Communauté;"collectif;femmes;evenements";2009;9 rue du Delta;75009;Paris;48.882408, 2.34836;http://www.girlzinweb.com;girlzinweb;;https://www.facebook.com/GirlzInWeb
Cira;Societe de Compression D'Images En Reseaux Et Applications. Editeur de waaves, technologie d'encodage d'images fixes pour applications professionnelles qui associe le respect de la qualité originale, la légèreté du fichier et la conservation de la résolution.;Entreprise;ocds;1998;11 rue Charcot;92800;Puteaux;48.8861815, 2.2263854;http://www.waaves.com;;;
Argia;Argia édite Faascape, une plate-forme d'intermédiation entre clients et  producteurs de logiciels, qui donne accès à un catalogue de fonctionnalités facturées à l'usage.;Entreprise;"cloudcomputing;soa;api";1994;16  rue Louis Pasteur;92100;Boulogne Billancourt;48.841671, 2.24194;http://www.argia.fr;faascapefr;;
Captain Contrat;Documents juridiques pour créateurs d'entreprises et dirigeants de TPE / PME, validés par des avocats, à prix abordables;Entreprise;;2013;28 rue des petites écuries;75010 Paris;;48.873737224, 2.351473319;http://captaincontrat.com;captaincontrat;;
Evitech;EVITECH apporte ses solutions de vidéo-surveillance intelligente développées avec les contraintes du monde militaire, pour toutes les applications requérant performances, sensibilité, robustesse en extérieur.;Entreprise;securite;2005;3 rue Buffon;91400;Orsay;48.7022705, 2.2006622;http://www.evitech.com;;;
Adler Technologies;La société développe une technologie innovante et brevetée alliant reconnaissance biométrique et télécommunication mobile sécurisée.;Entreprise;securite;1998;126, rue de Brie;94000;Creteil;48.7826873, 2.4708835;;;;
Neediz;Neediz participe à la révolution des outils d'entreprise dans le cloud. Exploiter la plus grande base de connaissance client de votre entreprise : la messagerie.\\n;Entreprise;;2011;8 Residence Catellina Parc;92500;Rueil-Malmaison;48.882767, 2.17693;http://www.neediz.com/company;;;
HeyCrowd;HeyCrowd est une application web et mobile qui permet de créer et de diffuser des sondages.;Entreprise;"sondage;mobile";2010;20 rue Pigalle;75009;Paris;48.88224, 2.33697;http://www.heycrowd.com;HeyCrowd;;https://www.facebook.com/heycrowd
Altair Engineering France;Altair aide à l'innovation et la prise de décision grâce à la technologie qui optimise l'analyse, la gestion et la visualisation d'informations et de l'ingénierie d'affaires.;Entreprise;ocds;2009;2, rue de La Renaissancecedex;92184;Antony;48.761197, 2.2996194;http://www.altair.com;;;
Efrei Entrepreneurs;Efrei entrepreneurs propose, en parallèle de l’hébergement et de l’accompagnement, des sessions de formations animées par des professionnels de l’entreprise.;Incubateur;"IES;hebergement;accompagnement";;33 impasse Victor Hugo;94800;Villejuif;48.790393, 2.363734;http://incubateur.efrei.fr;;;
Autograf;Autograf est spécialisé dans les arts appliqués et forme de futurs graphistes, infographistes, animateurs 3D, webdesigners, etc.;École;"designer;graphiste;web";1983;35 rue Saint Blaise;75020;Paris;48.858559, 2.40631;http://www.autograf.fr;Autograf1;;https://www.facebook.com/pages/Autograf/178427048918816
Limonetik;Limonetik est une plateforme monétique SaaS qui simplifie et accélère la connexion entre les moyens de paiements et les sites marchands.;Entreprise;"paiement;ecommerce";2008;13 boulevard de Rochechouart;75009;Paris;48.883362, 2.34782;http://www.limonetik.com;limonetik;;
XAnge Private Equity;XAnge Private Equity est un fonds en venture capital qui investit dans des sociétés innovantes à croissance rapide, notamment liées aux technologies de l'information.;Investisseur;"venturecapitalist;ICT";2003;12 rue Tronchet;75008;Paris;48.871712, 2.3257;http://www.xange.fr;xangevc;;
Pepper Cube;Pepper Cube est une agence de communication interactive qui propose ses services en matière de conseil éditorial et fonctionnel, de création graphique et de développement de sites internet et intranet aux entreprises et aux collectivités.;Prestataire;;2004;8-10 rue de Valmy;93100;Montreuil;48.8510206618, 2.41969585419;http://www.peppercube.net;;;
NECS;services pour la qualité logicielle;Entreprise;ocds;2001;196, rue Houdan;92330;Sceaux;48.7792053, 2.2818962;http://www.necs.eu;;;
SirData;SirData est une plateforme de monétisation qui permet aux éditeurs web et aux marchands de générer des profits grâce au trafic existant de leur site en y insérant un simple tag de collecte de données anonymes sur le comportement de leurs visiteurs.;Entreprise;"monetisation;trafic;data";2012;8 rue de Châteaudun;75009;Paris;48.875801, 2.34134;http://www.sirdata.com;;;
GlobZ;GlobZ développe des jeux en flash pour le web (mono et multijoueurs) et en téléchargement.;Entreprise;jeu;2000;171 quai de Valmy;75010;Paris;48.879532, 2.36699;http://www.globz.com;globulos;;https://www.facebook.com/pages/Globulos/54605020497
Alain Risbourg;;Entreprise;Investisseur;2009;5 Square Charles Laurent;75015;Paris;48.843754, 2.3030077;;;;
PharmaCloud;PharmaCloud est une société de service du numérique,\\\\\\\\nspécialisée dans la création de sites marchand pour les pharmaciens. PharmaCloud accompagne les pharmaciens dans toutes les étapes et démarches pour s'ouvrir à la vente en ligne de médicaments.;Entreprise;;2013;2;rue de Joinville;Paris;48.88946636, 2.380801288;http://www.pharma-cloud.fr;PharmaCloud1;;https://www.facebook.com/pharmacloud.sarl
Granite Data Services;Granite Data Services développe la plateforme opensource GraniteDS qui permet l'intégration d'applications Flex avec JavaEE.;Entreprise;"RIA;opensource;informatique";2010;24 rue de l'Est;75020;Paris;48.871109, 2.393599;http://www.granitedataservices.com;graniteds;;https://www.facebook.com/pages/Granite-data-services/106065016091215
ICI Montreuil;ICI Montreuil est un espace de coworking, collaboratif et solidaire, pour les entrepreneurs de la création.;Tiers-lieu;"coworking;creation";2012;135 boulevard Chanzy;93100;Montreuil;48.859081, 2.42587;http://www.madeinmontreuil.com;ICIMontreuil;;https://www.facebook.com/ICIMontreuil
Hunear;Hunear est une application mobile permettant à un professionnel de rencontrer instantanément les bonnes personnes à proximité pour étendre son réseau et avec qui faire du business, lors d’évènements B to B.;Entreprise;;2013;96 rue des maraîchers;;;48.8548045609, 2.40639209747;https://hunear.com/;Hunear_com;;https://www.facebook.com/Hunear
Keynectics-Opentrust;Éditeur de logiciels et services de confiance en ligne. Membre de seineouestdigital.fr;Entreprise;securité;2001;11-13 rue René Jacques;92130;Issy les moulineaux;48.822898175, 2.260668823;www.opentrust.com;;;
eYeka;eYeka est une plateforme communautaire d'innovation ouverte qui permet à ses membres de relever des défis et de résoudre des problèmes avec leurs idées.;Prestataire;innovationouverte;2006;79 rue la Boetie;75008;Paris;48.872162, 2.30904;http://www.eyeka.net;eyeka;;https://www.facebook.com/eYekaGlobal
Medissimo;Medissimo commercialise auprès des pharmaciens son service d'amélioration du bon usage des médicaments à destination des sujets âgés en EHPAD, en maison de retraite ou à domicile.;Entreprise;sante;2012;26 rue Ch. Edouard Jeanneret;78306;Poissy;48.946754, 2.063449;http://www.medissimo.fr/;;;
Hubee;Hubee est une société de service spécialisée dans le développement et l’édition de solutions technologiques pour tous les éditeurs de contenus vidéo et de services interactifs désireux de porter leur offre vers les nouveaux écrans.;Entreprise;"iptv;tvconnectee;vod";2009;4 rue Saint-Sauveur;75002;Paris;48.865822, 2.34992;http://www.hubee.tv;hubeeTV;;
Byo Networks;BYO Networks développe et commercialise des solutions logicielles et matérielles pour les réseaux de télécommunications. Elles permettent une gestion centralisée de réseaux locaux complexes.;Entreprise;telecoms;2010;86 rue de Paris;91400;Orsay;48.6962109, 2.1946309;http://www.byo-networks.com/;;;
STMicroelectronics;STMicroelectronics est l’un des plus grands fabricants mondiaux de semiconducteurs, avec un chiffre d’affaires net de 10,0 milliards de dollars en 2007.;Entreprise;"transport;ocds";2005;29 boulevard Romain Rolland;92120;Montrouge;48.819807, 2.324939;http://www.st.com;;;
MassagePrive.com;MassagePrive.com se veut être le site de référence en matière de réservation pour les Spas, Praticiens et centres de Bien-être. Le tout en gardant un niveau élevé de qualité, d'équité et de transparence.;Entreprise;;2013;19 rue de choiseul;75002 Paris;;48.870309904, 2.335928138;http://massageprive.com;massageprive;;https://www.facebook.com/massageprivecom
Axtrid;AXTRID propose sous des formes contractuelles personnalisées, du concept à l'industrialisation: études, solutions algorithmiques, moyens matériels, outils logiciels, prototypes et au besoin maitrise d'œuvre.;Entreprise;transport;2003;12 avenue des Prés;78180;Montigny-Le-Bretonneux;48.776032, 2.015519;http://www.­axtrid.­fr;;;
Resto Flash;Resto Flash est le 1er émetteur de titres restaurants numériques sur mobile.\\\\\\\\nIl permet aux salariés de régler leur déjeuner directement avec leur portable.\\\\\\\\nCe système simplifie le quotidien des utilisateurs, salariés, employeurs et restaurateurs.;Entreprise;;2011;31-33;rue du Temple 75004 Paris;;48.859277256, 2.353863492;http://www.restoflash.fr;restoflash;;http://www.facebook.com/restoflash
Altic;Altic est un intégrateur de solutions open source qui propose des ALTernatives pour votre système d'Information et de Communication en matière de business intelligence, de gestion de données et d'outils collaboratifs.;Entreprise;"opensource;businessintelligence;dataviz";2004;25 rue Bergère;75009;Paris;48.872478, 2.34463;http://www.altic.org;Altic_Buzz;;
NoDesign;Nodesign est une agence d'innovations et de design numérique qui conçoit des produits, des services, des espaces innovants urbains et des projets de recherches.;Prestataire;design;2001;12 passage Turquetil;75011;Paris;48.851509, 2.3927;http://www.nodesign.net;nodesign;;https://www.facebook.com/nodesign.net
Bertrand Lejeune;;Entreprise;Investisseur;2004;38 rue de l'Annonciation;75016;Paris;48.8574475, 2.2780893;;;;
Aldebaran Robotics;Aldebaran Robotics est une société spécialisée dans la robotique. Elle a créé Nao, un robot humanoïde programmable.;Entreprise;robotique;2005;170 rue Raymond Losserand;75014;Paris;48.829922, 2.31015;http://www.aldebaran-robotics.com;AldebaranR;;
Message Business;Message Business est un ensemble de services à la demande, disponibles sur Internet, qui facilite la réalisation des actions de communication et de relation client des entreprises.;Entreprise;"relationclient;emailing";2006;110 rue des Poissonniers;75018;Paris;48.893959, 2.35278;http://www.messagebusiness.com;messagebusiness;;https://www.facebook.com/message.business.emailing
Mesagraph;Mesagraph analyse des millions de conversations sur le web social pour fournir des satistiques actionnables.;Entreprise;"socialtv;socialmedia;stats";2010;21 boulevard Haussmann;75009;Paris;48.87282, 2.334215;http://www.mesagraph.com;Mesagraph;;https://www.facebook.com/Mesagraph
C2M;C2M intervient en tant que conseil stratégique et technologique dans les métiers liés aux médias audiovisuels. Membre de seineouestdigital.fr;Entreprise;;2003;18 rue Hoche;92130;Issy les moulineaux;48.824803838, 2.27145525;http://www.challenge2media.com/;;;
Iplabel;Ip-label mesure dans le monde la qualité perçue de vos services numériques : données (Internet, Intranet), mais aussi VoIP/ToIP, IPTV/VOD et applications et services sur les terminaux mobiles.;Entreprise;telecoms;1983;90 boulevard National;92250;La-Garenne-Colombes;48.908427, 2.2377685;http://www.ip-label.com;;;
Bso Network Solutions;Created in 2009 and based in Ireland, Carinae Group is a Technical Excellence company that joins the expertise of BSO Network Solutions, BSO Carrier Solutions and Etix DataCenter and directly works for the benefits of enterprises.;Entreprise;telecoms;2005;81 avenue Francois Arago;92000;Nanterre;48.8992817, 2.2216141;http://www.carinaegroup.com;;;
Nealite;Nealite est une agence de design de services et d'expérience utilisateur.;Prestataire;"design;UX";2005;10 rue du Faubourg Poissonnière;75010;Paris;48.871448, 2.34791;http://www.nealite.fr;nealite;;https://www.facebook.com/nealite
Wedrive;Wedrive est le premier service de covoiturage dédié au trajets domicile-travail. Nous permettons à quiconque de créer son propre réseau local de transport pour covoiturer tous les jours facilement.;Entreprise;"covoiturage;mobilite";2012;147 rue Saint-Martin;75003;Paris;48.861787109, 2.351707378;www.wedrive.mobi;w_drive;;https://www.facebook.com/wedrive
Google;Implantation qui regroupe les activités commerciales de Google mais aussi le centre de recherche et développement et l’institut culturel européen.;Entreprise;;1998;8 rue de Londres;75009;Paris;48.876862, 2.32991;http://www.google.fr;google;https://plus.google.com/+GoogleFrance;https://www.facebook.com/Google
ConnectedSpot;ConnectedSpot propose French Connection, une solution de Wifi On The Go reposant sur la location de hotspots mobiles.;Entreprise;"wifi;roaming;hotspot";;81 rue Réaumur;75002;Paris;48.866959, 2.34846;http://www.frenchconnection.fr;;;
Les Bons Profs;Les Bons Profs proposent des ressources pédagogiques de qualité pour les élèves du secondaire.;Entreprise;"education;ressources";2011;123 rue du Faubourg Saint Antoine;75011;Paris;48.85107, 2.3771;http://www.lesbonsprofs.com;LesBonsProfs;;https://www.facebook.com/pages/Les-Bons-Profs/181074061992673
PPLS;PPLS met en place un processus permettant de tester des technologies et de valider un concept d’emploi dans le but d’explorer les possibilités d’amélioration du fonctionnement des futurs centres de sécurité et de secours;Entreprise;securite;2007;1, boulevard Jean Moulin;78990;Elancourt;48.7940917, 1.9657504;;;;
SoCloz;SoCloz est une plateforme de shopping en ligne qui permet de chercher un produit et de localiser autour de vous les magasins physiques qui en disposent.;Entreprise;"shopping;geolocalisation";2010;15 rue Jean-Baptiste Berlier;75013;Paris;48.825661, 2.3835;http://www.socloz.fr;SoCloz;;https://www.facebook.com/socloz
Citizenside;Citizenside.com vous permet de partager vos photos et vidéos d'actualité du monde entier. Envoyez-nous vos images pour offrir à un autre regard sur l'actualité, via notre site ou notre application mobile. Soyez publié, soyez payé !;Entreprise;"reseausocial;journalisme;photo";2006;52 boulevard Sébastopol;75003;Paris;48.884319, 2.34283;http://www.citizenside.com;citizensideFR;https://plus.google.com/u/0/+citizenside/;https://www.facebook.com/citizenside.fr
Syntec Numérique;Syntec Numérique est l'un des syndicats professionnels rattaché au Syntec qui représente les métiers et les industries du numérique en France.;Communauté;"syndicat;numerique";1970;3 rue Léon Bonnat;75016;Paris;48.851219, 2.26986;http://www.syntec-numerique.fr;syntecnumerique;;https://www.facebook.com/pages/Syntec-informatique/208505175827301
FBC Software;FBC Software propose des solutions logicielles pour réaliser des enquêtes, sondages ou évaluations, analyser les informations collectées et produire des rapports.;Entreprise;"enquete;data";1985;89 rue du Gouverneur Felix Eboué;92130;Issy les Moulineaux;48.82452, 2.26477;http://www.fbcsoftware.com;FBC_Software;;
Lacompany;Conception, design et développement d'applications mobiles et web depuis 2008.;Prestataire;;2008;41 rue Perier;92120;Montrouge;48.814290005, 2.315520004;http://www.lacompany.fr;lacompany;;
Automatic Sea Vision;Éditeur de logiciel pour la sécurité et la sûreté maritime. Membre de seineouestdigital.fr;Entreprise;;2001;65, rue de la garenne;92310;Sèvres;48.8196844, 2.206762384;http://www.asv.fr/;@AutomaticSeaVis;;
PlayTouch;Playtouch développe et propose Jaxpot, un service de jeux en ligne pour gagner des cadeaux disponible pour tous les écrans.;Entreprise;"jeu;marketing;cadeaux";2010;31 rue de la Vallée;78970;Mézières sur Seine;48.960663, 1.803087;http://www.playtouch.net;;;https://www.facebook.com/PLAYTOUCH.net
Haikara;Haikara est spécialisée dans l'élaboration et la réalisation de contenus multimédia et de programmes de formation elearning.;Entreprise;elearning;;326 rue Saint Martin;75003;Paris;48.868462, 2.35529;http://www.haikara.fr;;;
Trusted Labs;Trusted Labs offers security consulting and evaluation services and helps customers worldwide design and deploy their next security-demanding digital services.;Prestataire;securite;2005;5, rue du Bailliage;78000;Versailles;48.8074711, 2.1313369;http://www.trusted-labs.com/;;;
Sycomore;Sycomore met la culture à la portée des visiteurs des musées, des expositions, des sites touristiques et patrimoniaux sous des formes ludiques et attractives, en utilisant des technologies avancées de communication et de diffusion multimédia.;Entreprise;"culture;tourisme;multimedia";1986;2 rue Louis Armand;95600;Eaubonne;49.004021, 2.27922;http://www.sycomore.eu;;;
Ecole Polytechnique;;Entreprise;"transport;ocds;telecoms";1976;Ecole Polytechnique, route de Saclay;91128;Palaiseau Cedex;48.7142971, 2.2112917;;;;
Karmic Software Research;KarmicSoft propose une solution intégrée de développement ultrarapide d’interfaces homme machine de haute qualité pour les données persistantes de votre entreprise.;Entreprise;ocds;2002;25, avenue de La République;92340;Bourg-La-Reine;48.7792473, 2.3195201;http://www.karmicsoft.com;;;
Imâaz;Service, intégration et conseil broadcast et télécoms. Membre de seinouestdigital.fr.;Entreprise;;2010;75 rue de Lourmel;75015;Paris;48.845507934, 2.287894825;http://www.imaaz-fr.net/;;;
E-Blink;E-Blink développe des solutions technologiques visant à faciliter le déploiement des réseaux cellulaires.;Entreprise;telecoms;2005;3-5 rue Marcel Pagnol;91800;Boussy-Saint-Antoine;48.6789436, 2.5302588;http://www.e-blink.fr;;;
Digeetis;Digeetis est une agence digitale spécialisée dans le développement d'application sur smartphone et tablette.;Entreprise;"smartphone;digitale;web";2012;14 rue soleillet;75020;paris;48.865724056, 2.391965541;www.digeetis.com;;;
Le Studio du Dessous;Jours après Lunes est la seule marque à travailler autour de l'Innovation, et la recherche de valeurs ajoutées pour améliorer le confort, la douceur et la durabilité des sous-vêtements pour bébé, enfants et jeunes filles.\\\\\\\\nwww.jours-apres-lunes.com;Entreprise;;2009;5;avenue Richerand 75010 Paris;;48.8721531817, 2.36590147018;http://www.jours-apres-lunes.com;joursapreslunes;;https://www.facebook.com/pages/Jours-Apres-Lunes/186556388068871?ref=hl
Oberthur Technologies;Solutions de sécurité numériques pour la mobilité;Entreprise;securite;1987;Immeuble Défense Ouest420 rue d’Estienne d’Orves;92700;Colombes;48.9146008, 2.2418669;http://www.oberthur.com/index.php;OT_TheMcompany;;
Legos;L'éditeur TechViz révolutionne pour la visualisation de maquettes numériques. Les logiciels TechViz fonctionnent en utilisant directement n'importe quelle application 3D.;Entreprise;telecoms;2002;35, rue Dantzig;75015;Paris;48.8337404, 2.2991312;http://www.legos.fr;;;
Alioscopy;Alioscopy développe des solution et services 3D qui ne nécessitent pas le port de lunettes 3D pour être regardés.;Entreprise;3d;1987;3 rue de l'Est;75020;Paris;48.87094, 2.394663;http://www.alioscopy.com;Alioscopy;;
Orbe;Orbe réunit des programmeurs, designers, artistes et scientifiques autour de l'expérimentation et la mise en œuvre de nouvelles expériences impliquant le corps et les nouveaux médias.;Entreprise;culture;2009;70 rue de la Folie Méricourt;75011;Paris;48.865372, 2.37073;http://www.orbe.mobi;OrbeMobi;;https://www.facebook.com/pages/Orbe/134948119853640
Elapse;Éditeur de logiciels spécialisés dans les systèmes d'information du MCO (Maintient en Condition Opérationnel). Logiciels spécialisés dans la gestion de parc d'aéronefs.;Entreprise;ocds;1998;20 rue Jean Bart;78960;Voisins-Le-Bretonneux;48.7660728, 2.0556162;http://www.elapse.fr;;;
Actradice.fr;Services aux entreprises de vérification, numérisation et diffusion des documents de vigilance sur plateforme partagée;Entreprise;;2008;13 rue Camille Desmoulins;92130;Issy les Moulineaux;48.829975131, 2.26504748;http://www.actradis.fr/;@News_Actradis;;
PageOndemand;PageOndemand est solution en ligne de Catalogue Management pour les PME immédiatement rentable grâce au paiement à la page.;Entreprise;"catalogue;ondemand";2006;120 boulevard de Ménilmontant;75020;Paris;48.865742, 2.38441;http://www.pageondemand.com;PageOnDemand;;https://www.facebook.com/PageOnDemand
WeDoData;WeDoData est une agence de design d'informations, spécialisée dans la création de dataviz print et web : recherche de données, scrapping, narration, interactivité, création graphique originale, développement HTML5.;Prestataire;"infodesign;dataviz;journalisme";2010;26 rue Richer;75009;Paris;48.874039, 2.34561;http://www.wedodata.fr;;;https://www.facebook.com/WeDoData
Ucopia Communications;UCOPIA Communications propose des solutions de sécurisation, de gestion de la mobilité et de convergence pour les applications voix, vidéo, données sur les réseaux sans fil et filaire.;Entreprise;telecoms;2002;201 avenue Pierre Brossolette;92120;Montrouge;48.8131473, 2.3020293;http://www.ucopia.com;;;
Kalanit Creative Technologies;Fondée en Mai 2011, Kalanit Creative Technologies a pour objet la création d’applications mobiles à usage professionnel. \\\\\\\\nKalanit a développé l’appli iTakeNotes pour iPad. Cette application gratuite compte plus de 28 000 utilisateurs dans le monde.;Entreprise;;2011;7 rue Narcisse Diaz 75016 Paris;;;48.846372791, 2.271452906;http://www.itakenotes.net;iTakeNotes_iPad;;https://www.facebook.com/Itakenotes
BullGuard;Bullguard est un producteur de logiciels de sauvegarde pour ordinateurs et mobile.;Entreprise;securite;2002;120 rue Jean Jaurès;92300;Levallois Perret;48.896118, 2.29766;http://www.bullguard.com;BullGuard;https://plus.google.com/102909736483892980240;https://www.facebook.com/BullGuard
Gemalto SA;;Entreprise;securite;1971;6, rue de La Verrerie, Cedex;92197;Meudon;48.8202332, 2.2353735;http://www.gemalto.com;;;
Incubateur Télécom & Management SudParis Entrepreneurs;Notre incubateur a pour mission de participer à l’émergence des meilleures start-ups IT au travers d’un accompagnement business performant. Depuis 2000, c'est plus de 110 sociétés accompagnées, dont Linagora, KRDS, Recommerce Solutions...;Incubateur;;2000;44 rue Cauchy;94110;Arcueil;48.804210355, 2.334276221;http://incubateur.telecom-sudparis.eu/;IncubTelecomSP;;https://www.facebook.com/pages/Incubateur-T%C3%A9l%C3%A9com-Management-Sudparis-Entrepreneurs/412148998874377
Grégory Lardon;Concepteur, développeur multimédia freelance;Prestataire;;2004;26 rue Victor Hugo;93500;Pantin;48.894837295, 2.403366461;http://www.rkn14.com;rkn14;;
MorningCroissant;MorningCroissant propose une véritable alternative à l'hôtel en permettant aux propriétaires de logements vacants de louer leur logement, d'une nuit à trois mois, à des voyageurs en quête d'authenticité et de prix malins.;Entreprise;"location;voyage;hebergement";2011;27 rue du Chemin Vert;75011;Paris;48.858576659, 2.373090687;http://www.morningcroissant.fr;MCroissant;https://plus.google.com/+MorningcroissantFr;https://www.facebook.com/MorningCroissant
ERMES;Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels;Entreprise;;1981;1, rue Salvador Allende ZA Gomberville;78114;Magny-Les-Hameaux;48.741829, 2.053208;;;;
Incognito Interactive;Incognito Interactive est un studio de design interactif.;Prestataire;"interactif;ergonomie;webdesign";2004;16 rue Troyon;92310;Sèvres;48.825986, 2.226908;http://www.incognito-interactive.com;jcbaudot;;
e-PLI;e-PLI permet d'envoyer et recevoir des fichiers volumineux et des communications entre un téléphone mobile et un point d'accès Internet.;Entreprise;"mobile;fichiers";2004;6 rue Nicolas Becker;93250;Villemomble;48.87672, 2.51851;http://www.e-pli.net;;;
Anakeen;Experts en valorisation de l'information et haute technologie qui proposent Dynacase, une plateforme PHP pour développer et exécuter des applications web.;Entreprise;apps;1998;33 rue de Montreuil;75011;Paris;48.85046, 2.38612;http://www.anakeen.com;anakeen;;
Bigpoint;Bigpoint est un développeur de jeux vidéo qui édite un site portail avec des jeux de rôle en ligne dont certains ont la possibilité d'être multijoueurs.;Entreprise;jeu;2010;54 avenue Foch;75008;Paris;48.873032, 2.28311;http://www.bigpoint.net;Bigpoint;https://plus.google.com/117258632766585080247;https://www.facebook.com/pages/Bigpoint/106073496099621
Reperli;Reperli est un carnet d'adresses pour iPhone, qui permet de mémoriser les lieux et les services qu'on aime, organiser ses check-ins Facebook et Foursquare, partager ses adresses avec sa famille et ses amis.;Entreprise;;2013;3 avenue de la Liberté;92400;Courbevoie;48.903979121, 2.268189976;http://www.reperli.com;reperli;;http://www.facebook.com/reperli
